04110,1125959843,Cumberland Foreside,
04210,85948883,Auburn,
04216,1125796775,Andover,
04219,1125831265,Bryant Pond,
04220,1125765337,Buckfield,
04222,1125983107,Durham,
04224,85948967,Dixfield,
04226,1126014513,East Andover,
04227,85948967,Dixfield,
04228,85949029,Livermore Falls,
04234,85948923,Wilton,
04236,1125778583,Greene,
04237,1125867703,Hanover,
04238,1125835055,Hebron,
04239,1125971295,Jay,
04240,85948885,Lewiston,
04252,85949027,Lisbon Falls,
04253,85949029,Livermore Falls,
04254,85949029,Livermore Falls,
04255,1126049901,Greenwood,
04256,85949031,Mechanic Falls,
04257,85948971,Mexico,
04258,1125903819,Minot,
04259,1125897537,Monmouth,
04260,1125780245,New Gloucester,
04261,1125835819,Newry,
04263,1125770819,Leeds,
04265,1126047577,North Monmouth,
04268,85948973,Norway,
04270,85948975,Oxford,
04271,85948979,South Paris,
04275,1125894129,Roxbury,
04276,85948977,Rumford,
04280,1125822675,Sabattus,
04281,1126047007,South Paris,
04284,1125767335,Wayne,
04285,1125835655,Weld,
04286,1125813607,West Bethel,
04289,1125977145,West Paris,
04290,1126039633,Peru,
04292,1126022311,Sumner,
04294,85948923,Wilton,
04330,85948863,Augusta,
04342,1126058017,Dresden,
04343,85948937,Winthrop,
04344,85948927,Farmingdale,
04345,85948865,Gardiner,
04346,85948933,Randolph,
04347,85948867,Hallowell,
04348,1126039605,Jefferson,
04349,1125997997,Kents Hill,
04351,1125779471,Manchester,
04352,1125903851,Mount Vernon,
04353,1125882961,Whitefield,
04355,1125841731,Readfield,
04357,85948913,Richmond,
04358,1125774497,China,
04359,1125926583,South Gardiner,
04360,1125905681,Vienna,
04363,1125874639,Windsor,
04364,85948937,Winthrop,
04401,85948899,Bangor,
04406,1125991345,Town of Abbot,
04408,1125797405,Aurora,
04410,1125799549,Bradford,
04411,1126023099,Bradley,
04412,85948897,Brewer,
04413,1125834393,Brookton,
04414,1125849793,Brownville,
04415,1125827515,Brownville Junction,
04416,85949087,Bucksport,
04417,1125800525,Burlington,
04418,1126047027,Greenbush,
04419,1125801291,Carmel,
04421,85949093,Castine,
04422,1125801923,Charleston,
04424,1125857837,Danforth,
04426,85948941,Dover-Foxcroft,
04428,1125773939,Eddington,
04429,1125835619,Holden,
04430,85949101,East Millinocket,
04431,1125841667,East Orland,
04434,1125778273,Etna,
04435,1125807637,Exeter,
04438,1125895697,Frankfort,
04441,85948943,Greenville,
04442,85948943,Greenville,
04443,85948945,Guilford,
04444,85949103,Hampden,
04448,85949105,Howland,
04449,1126039595,Hudson,
04450,1125889269,Kenduskeag,
04451,1125906529,Kingman,
04455,1126040255,Lee,
04456,1125886087,Levant,
04457,85949107,Lincoln,
04459,1126017719,Mattawamkeag,
04460,1125887617,Medway,
04461,85949111,Milford,
04462,85949113,Millinocket,
04463,85948949,Milo,
04468,85948895,Old Town,
04469,85949117,Orono,
04472,1125765449,Orland,
04473,85949117,Orono,
04474,1125765453,Orrington,
04475,1125826871,Passadumkeag,
